Image,Noise Reduction,Filter Size,CLAHE,Grid Size,Pct,static_foreground_removal,Dilation,Opening,Closing,Smoothing_after_morph,objects_before_post_processing,objects_after_post_processing,TP,FP,FN,Precision,Recall,F1,RMSE
4,Gaussian,3,True,8,20,True,False,False,False,False,2360,399,97,326,38,0.2293144208037825,0.7185185185185186,0.34767025089605735,288.0
4,Gaussian,3,True,8,20,True,False,False,False,True,757,272,85,220,50,0.2786885245901639,0.6296296296296297,0.38636363636363635,170.0
4,Gaussian,3,True,8,20,True,False,False,True,False,666,162,64,128,71,0.3333333333333333,0.4740740740740741,0.39143730886850153,57.0
4,Gaussian,3,True,8,20,True,False,False,True,True,545,180,58,147,77,0.28292682926829266,0.42962962962962964,0.34117647058823525,70.0
4,Gaussian,3,True,8,20,True,False,True,False,False,1972,402,96,329,39,0.22588235294117648,0.7111111111111111,0.34285714285714286,290.0
4,Gaussian,3,True,8,20,True,False,True,False,True,594,274,87,221,48,0.2824675324675325,0.6444444444444445,0.39277652370203164,173.0
4,Gaussian,3,True,8,20,True,False,True,True,False,493,164,67,128,68,0.3435897435897436,0.4962962962962963,0.40606060606060607,60.0
4,Gaussian,3,True,8,20,True,False,True,True,True,395,180,61,145,74,0.2961165048543689,0.45185185185185184,0.3577712609970674,71.0
4,Gaussian,3,True,8,20,True,True,False,False,False,1161,274,78,222,57,0.26,0.5777777777777777,0.3586206896551724,165.0
4,Gaussian,3,True,8,20,True,True,False,False,True,481,156,34,131,101,0.20606060606060606,0.2518518518518518,0.22666666666666666,30.0
4,Gaussian,3,True,8,20,True,True,False,True,False,412,93,21,78,114,0.21212121212121213,0.15555555555555556,0.17948717948717946,36.0
4,Gaussian,3,True,8,20,True,True,False,True,True,356,94,17,82,118,0.1717171717171717,0.1259259259259259,0.1452991452991453,36.0
4,Gaussian,3,True,8,20,True,True,True,False,False,773,278,77,226,58,0.25412541254125415,0.5703703703703704,0.3515981735159817,168.0
