Image,Noise Reduction,Filter Size,CLAHE,Grid Size,Pct,static_foreground_removal,Dilation,Opening,Closing,Smoothing_after_morph,objects_before_post_processing,objects_after_post_processing,TP,FP,FN,Precision,Recall,F1,RMSE
5,Gaussian,3,True,8,20,True,False,False,False,False,1955,378,113,293,58,0.27832512315270935,0.6608187134502924,0.3916811091854419,235.0
5,Gaussian,3,True,8,20,True,False,False,False,True,491,197,86,135,85,0.3891402714932127,0.5029239766081871,0.43877551020408156,50.0
5,Gaussian,3,True,8,20,True,False,False,True,False,443,135,60,90,111,0.4,0.3508771929824561,0.37383177570093457,21.0
5,Gaussian,3,True,8,20,True,False,False,True,True,333,141,61,94,110,0.3935483870967742,0.3567251461988304,0.3742331288343559,16.0
5,Gaussian,3,True,8,20,True,False,True,False,False,1711,381,111,297,60,0.27205882352941174,0.6491228070175439,0.383419689119171,237.0
5,Gaussian,3,True,8,20,True,False,True,False,True,462,204,88,140,83,0.38596491228070173,0.5146198830409356,0.44110275689223055,57.0
5,Gaussian,3,True,8,20,True,False,True,True,False,400,139,60,94,111,0.38961038961038963,0.3508771929824561,0.36923076923076925,17.0
5,Gaussian,3,True,8,20,True,False,True,True,True,307,146,63,96,108,0.39622641509433965,0.3684210526315789,0.38181818181818183,12.0
5,Gaussian,3,True,8,20,True,True,False,False,False,926,209,90,144,81,0.38461538461538464,0.5263157894736842,0.4444444444444444,63.0
5,Gaussian,3,True,8,20,True,True,False,False,True,267,97,54,58,117,0.48214285714285715,0.3157894736842105,0.3816254416961131,59.0
5,Gaussian,3,True,8,20,True,True,False,True,False,243,73,47,43,124,0.5222222222222223,0.27485380116959063,0.3601532567049809,81.0
5,Gaussian,3,True,8,20,True,True,False,True,True,194,70,47,42,124,0.5280898876404494,0.27485380116959063,0.3615384615384615,82.0
5,Gaussian,3,True,8,20,True,True,True,False,False,682,212,88,148,83,0.3728813559322034,0.5146198830409356,0.4324324324324324,65.0
5,Gaussian,3,True,8,20,True,True,True,False,True,238,105,56,63,115,0.47058823529411764,0.32748538011695905,0.3862068965517241,52.0
5,Gaussian,3,True,8,20,True,True,True,True,False,200,77,47,47,124,0.5,0.27485380116959063,0.35471698113207545,77.0
5,Gaussian,3,True,8,20,True,True,True,True,True,168,75,49,44,122,0.5268817204301075,0.28654970760233917,0.3712121212121212,78.0
5,Gaussian,3,True,8,35,True,False,False,False,False,1507,342,124,236,47,0.34444444444444444,0.7251461988304093,0.46704331450094166,189.0
5,Gaussian,3,True,8,35,True,False,False,False,True,569,264,125,167,46,0.4280821917808219,0.7309941520467836,0.5399568034557236,121.0
5,Gaussian,3,True,8,35,True,False,False,True,False,502,178,120,100,51,0.5454545454545454,0.7017543859649122,0.6138107416879794,49.0
5,Gaussian,3,True,8,35,True,False,False,True,True,413,182,123,105,48,0.5394736842105263,0.7192982456140351,0.6165413533834586,57.0
5,Gaussian,3,True,8,35,True,False,True,False,False,1288,341,124,237,47,0.34349030470914127,0.7251461988304093,0.46616541353383456,190.0
5,Gaussian,3,True,8,35,True,False,True,False,True,551,270,123,174,48,0.41414141414141414,0.7192982456140351,0.5256410256410257,126.0
5,Gaussian,3,True,8,35,True,False,True,True,False,477,180,118,103,53,0.5339366515837104,0.6900584795321637,0.6020408163265306,50.0
5,Gaussian,3,True,8,35,True,False,True,True,True,396,187,121,111,50,0.521551724137931,0.7076023391812866,0.6004962779156326,61.0
5,Gaussian,3,True,8,35,True,True,False,False,False,981,281,128,179,43,0.4169381107491857,0.7485380116959064,0.5355648535564854,136.0
5,Gaussian,3,True,8,35,True,True,False,False,True,370,168,102,96,69,0.5151515151515151,0.5964912280701754,0.5528455284552845,27.0
5,Gaussian,3,True,8,35,True,True,False,True,False,308,120,84,67,87,0.5562913907284768,0.49122807017543857,0.5217391304347826,20.0
5,Gaussian,3,True,8,35,True,True,False,True,True,273,126,90,69,81,0.5660377358490566,0.5263157894736842,0.5454545454545455,12.0
5,Gaussian,3,True,8,35,True,True,True,False,False,762,279,128,179,43,0.4169381107491857,0.7485380116959064,0.5355648535564854,136.0
5,Gaussian,3,True,8,35,True,True,True,False,True,352,174,100,103,71,0.49261083743842365,0.5847953216374269,0.53475935828877,32.0
5,Gaussian,3,True,8,35,True,True,True,True,False,283,122,82,69,89,0.543046357615894,0.47953216374269003,0.5093167701863355,20.0
5,Gaussian,3,True,8,35,True,True,True,True,True,256,131,88,74,83,0.5432098765432098,0.5146198830409356,0.5285285285285285,9.0
5,Gaussian,3,True,8,50,True,False,False,False,False,1324,268,98,180,73,0.35251798561151076,0.5730994152046783,0.4365256124721603,107.0
