Image,Noise Reduction,Filter Size,CLAHE,Grid Size,Pct,static_foreground_removal,Dilation,Opening,Closing,Smoothing_after_morph,objects_before_post_processing,objects_after_post_processing,TP,FP,FN,Precision,Recall,F1,RMSE
7,Gaussian,3,True,8,20,True,False,False,False,False,2268,298,178,197,55,0.4746666666666667,0.7639484978540773,0.5855263157894737,142.0
7,Gaussian,3,True,8,20,True,False,False,False,True,768,182,105,116,128,0.4751131221719457,0.45064377682403434,0.46255506607929514,12.0
7,Gaussian,3,True,8,20,True,False,False,True,False,733,112,99,61,134,0.61875,0.4248927038626609,0.5038167938931297,73.0
7,Gaussian,3,True,8,20,True,False,False,True,True,589,121,83,77,150,0.51875,0.3562231759656652,0.4223918575063613,73.0
7,Gaussian,3,True,8,20,True,False,True,False,False,1398,301,178,201,55,0.46965699208443273,0.7639484978540773,0.5816993464052287,146.0
7,Gaussian,3,True,8,20,True,False,True,False,True,424,173,105,107,128,0.49528301886792453,0.45064377682403434,0.4719101123595506,21.0
7,Gaussian,3,True,8,20,True,False,True,True,False,370,106,99,56,134,0.6387096774193548,0.4248927038626609,0.5103092783505154,78.0
7,Gaussian,3,True,8,20,True,False,True,True,True,293,112,83,67,150,0.5533333333333333,0.3562231759656652,0.43342036553524804,83.0
7,Gaussian,3,True,8,20,True,True,False,False,False,1487,171,107,102,126,0.5119617224880383,0.4592274678111588,0.48416289592760176,24.0
7,Gaussian,3,True,8,20,True,True,False,False,True,609,116,83,77,150,0.51875,0.3562231759656652,0.4223918575063613,73.0
7,Gaussian,3,True,8,20,True,True,False,True,False,574,72,66,38,167,0.6346153846153846,0.2832618025751073,0.39169139465875374,129.0
7,Gaussian,3,True,8,20,True,True,False,True,True,481,87,51,57,182,0.4722222222222222,0.21888412017167383,0.2991202346041056,125.0
7,Gaussian,3,True,8,20,True,True,True,False,False,617,176,107,107,126,0.5,0.4592274678111588,0.47874720357941836,19.0
7,Gaussian,3,True,8,20,True,True,True,False,True,265,107,83,68,150,0.5496688741721855,0.3562231759656652,0.43229166666666663,82.0
7,Gaussian,3,True,8,20,True,True,True,True,False,211,68,66,34,167,0.66,0.2832618025751073,0.3963963963963964,133.0
7,Gaussian,3,True,8,20,True,True,True,True,True,185,77,51,47,182,0.5204081632653061,0.21888412017167383,0.30815709969788524,135.0
7,Gaussian,3,True,8,35,True,False,False,False,False,1065,238,175,123,58,0.587248322147651,0.7510729613733905,0.6591337099811676,65.0
7,Gaussian,3,True,8,35,True,False,False,False,True,492,183,174,94,59,0.6492537313432836,0.7467811158798283,0.6946107784431137,35.0
7,Gaussian,3,True,8,35,True,False,False,True,False,442,138,152,56,81,0.7307692307692307,0.6523605150214592,0.6893424036281179,25.0
7,Gaussian,3,True,8,35,True,False,False,True,True,374,151,161,69,72,0.7,0.6909871244635193,0.6954643628509719,3.0
7,Gaussian,3,True,8,35,True,False,True,False,False,928,237,175,122,58,0.5892255892255892,0.7510729613733905,0.660377358490566,64.0
7,Gaussian,3,True,8,35,True,False,True,False,True,443,182,174,93,59,0.651685393258427,0.7467811158798283,0.6960000000000001,34.0
7,Gaussian,3,True,8,35,True,False,True,True,False,388,136,152,54,81,0.7378640776699029,0.6523605150214592,0.6924829157175398,27.0
7,Gaussian,3,True,8,35,True,False,True,True,True,329,149,161,68,72,0.7030567685589519,0.6909871244635193,0.6969696969696969,4.0
7,Gaussian,3,True,8,35,True,True,False,False,False,705,174,175,85,58,0.6730769230769231,0.7510729613733905,0.7099391480730222,27.0
7,Gaussian,3,True,8,35,True,True,False,False,True,349,141,149,65,84,0.6962616822429907,0.6394849785407726,0.6666666666666667,19.0
7,Gaussian,3,True,8,35,True,True,False,True,False,303,111,131,43,102,0.7528735632183908,0.5622317596566524,0.6437346437346438,59.0
7,Gaussian,3,True,8,35,True,True,False,True,True,278,113,127,50,106,0.7175141242937854,0.5450643776824035,0.6195121951219512,56.0
7,Gaussian,3,True,8,35,True,True,True,False,False,568,173,175,84,58,0.6756756756756757,0.7510729613733905,0.7113821138211381,26.0
7,Gaussian,3,True,8,35,True,True,True,False,True,300,139,149,64,84,0.6995305164319249,0.6394849785407726,0.6681614349775785,20.0
7,Gaussian,3,True,8,35,True,True,True,True,False,249,109,131,41,102,0.7616279069767442,0.5622317596566524,0.6469135802469136,61.0
7,Gaussian,3,True,8,35,True,True,True,True,True,233,112,127,49,106,0.7215909090909091,0.5450643776824035,0.6210268948655256,57.0
7,Gaussian,3,True,8,50,True,False,False,False,False,972,202,137,95,96,0.5905172413793104,0.5879828326180258,0.589247311827957,1.0
7,Gaussian,3,True,8,50,True,False,False,False,True,501,183,157,75,76,0.6767241379310345,0.6738197424892703,0.6752688172043011,1.0
7,Gaussian,3,True,8,50,True,False,False,True,False,479,137,143,44,90,0.7647058823529411,0.6137339055793991,0.680952380952381,46.0
7,Gaussian,3,True,8,50,True,False,False,True,True,402,153,155,56,78,0.7345971563981043,0.6652360515021459,0.6981981981981982,22.0
7,Gaussian,3,True,8,50,True,False,True,False,False,826,199,136,93,97,0.5938864628820961,0.5836909871244635,0.5887445887445888,4.0
7,Gaussian,3,True,8,50,True,False,True,False,True,451,183,157,75,76,0.6767241379310345,0.6738197424892703,0.6752688172043011,1.0
